,wind_p_max_pu,solar_p_max_pu,load_mw,weight
2022-04-01 00:00:00,0.384,0.00112,2560.0,30
2022-04-01 01:00:00,0.33899999999999997,0.0006166666666666666,2560.0,30
2022-04-01 02:00:00,0.373,0.0006780000000000001,2560.0,30
2022-04-01 03:00:00,0.403,0.0003516666666666667,2560.0,30
2022-04-01 04:00:00,0.37866666666666665,0.00028399999999999996,2560.0,30
2022-04-01 05:00:00,0.35733333333333334,0.00028566666666666665,2560.0,30
2022-04-01 06:00:00,0.38566666666666666,3.1333333333333334e-05,2560.0,30
2022-04-01 07:00:00,0.384,0.019199666666666663,2560.0,30
2022-04-01 08:00:00,0.3636666666666667,0.14042366666666667,2560.0,30
2022-04-01 09:00:00,0.341,0.3404143333333333,5280.0,30
2022-04-01 10:00:00,0.33366666666666667,0.5403716666666667,5280.0,30
2022-04-01 11:00:00,0.32,0.6948823333333334,6880.0,30
2022-04-01 12:00:00,0.37066666666666664,0.771602,6880.0,30
2022-04-01 13:00:00,0.3656666666666667,0.7992356666666667,6880.0,30
2022-04-01 14:00:00,0.403,0.7860073333333333,6880.0,30
2022-04-01 15:00:00,0.39266666666666666,0.7290773333333334,6880.0,30
2022-04-01 16:00:00,0.4066666666666667,0.6507373333333333,6240.0,30
2022-04-01 17:00:00,0.33066666666666666,0.49913833333333335,1920.0,30
2022-04-01 18:00:00,0.3473333333333333,0.27209866666666666,1920.0,30
2022-04-01 19:00:00,0.328,0.08717466666666666,1920.0,30
2022-04-01 20:00:00,0.328,0.012031666666666666,1920.0,30
2022-04-01 21:00:00,0.3586666666666667,0.004867,1920.0,30
2022-04-01 22:00:00,0.309,0.003755333333333333,1920.0,30
2022-04-01 23:00:00,0.339,0.0020803333333333333,1920.0,30
2022-05-01 00:00:00,0.5158064516129033,0.0007016129032258063,2560.0,31
2022-05-01 01:00:00,0.515483870967742,0.0006416129032258065,2560.0,31
2022-05-01 02:00:00,0.49516129032258066,0.0005870967741935484,2560.0,31
2022-05-01 03:00:00,0.5209677419354839,0.0006864516129032258,2560.0,31
2022-05-01 04:00:00,0.5396774193548387,0.00040903225806451614,2560.0,31
2022-05-01 05:00:00,0.5132258064516129,0.0004074193548387097,2560.0,31
2022-05-01 06:00:00,0.5045161290322581,0.0005132258064516128,2560.0,31
2022-05-01 07:00:00,0.46741935483870967,0.055318387096774196,2560.0,31
2022-05-01 08:00:00,0.40419354838709676,0.19291258064516129,2560.0,31
2022-05-01 09:00:00,0.3467741935483871,0.3738658064516129,6400.0,31
2022-05-01 10:00:00,0.37451612903225806,0.561001935483871,6400.0,31
2022-05-01 11:00:00,0.37225806451612903,0.708591935483871,8000.0,31
2022-05-01 12:00:00,0.3454838709677419,0.7684554838709677,8000.0,31
2022-05-01 13:00:00,0.32129032258064516,0.79981,8000.0,31
2022-05-01 14:00:00,0.292258064516129,0.8061929032258065,8000.0,31
2022-05-01 15:00:00,0.28838709677419355,0.7874490322580645,6240.0,31
2022-05-01 16:00:00,0.33,0.6563735483870968,6240.0,31
2022-05-01 17:00:00,0.3041935483870968,0.4731425806451613,2400.0,31
2022-05-01 18:00:00,0.3438709677419355,0.28502096774193547,2400.0,31
2022-05-01 19:00:00,0.3696774193548387,0.1297693548387097,2400.0,31
2022-05-01 20:00:00,0.41870967741935483,0.023191935483870968,2400.0,31
2022-05-01 21:00:00,0.4670967741935484,0.002658709677419355,2400.0,31
2022-05-01 22:00:00,0.5667741935483871,0.000542258064516129,2400.0,31
2022-05-01 23:00:00,0.5793548387096774,0.0005725806451612903,2400.0,31
2022-06-01 00:00:00,0.4766666666666667,0.0013296666666666667,1920.0,30
2022-06-01 01:00:00,0.541,0.0007773333333333333,1920.0,30
2022-06-01 02:00:00,0.5913333333333334,0.000371,1920.0,30
2022-06-01 03:00:00,0.5583333333333333,0.0003223333333333333,1920.0,30
2022-06-01 04:00:00,0.527,0.0002936666666666667,1920.0,30
2022-06-01 05:00:00,0.46099999999999997,0.0005826666666666667,1920.0,30
2022-06-01 06:00:00,0.438,0.0035073333333333337,1920.0,30
2022-06-01 07:00:00,0.43733333333333335,0.060368,4800.0,30
2022-06-01 08:00:00,0.3516666666666667,0.19692066666666666,4800.0,30
2022-06-01 09:00:00,0.3403333333333333,0.37563,4800.0,30
2022-06-01 10:00:00,0.29533333333333334,0.508592,7200.0,30
2022-06-01 11:00:00,0.29133333333333333,0.654339,7200.0,30
2022-06-01 12:00:00,0.25233333333333335,0.7425543333333333,7200.0,30
2022-06-01 13:00:00,0.25,0.7192500000000001,7200.0,30
2022-06-01 14:00:00,0.25,0.7001606666666667,7200.0,30
2022-06-01 15:00:00,0.2583333333333333,0.6618706666666667,7200.0,30
2022-06-01 16:00:00,0.2763333333333333,0.504676,7200.0,30
2022-06-01 17:00:00,0.27666666666666667,0.4829076666666667,2080.0,30
2022-06-01 18:00:00,0.372,0.289892,2080.0,30
2022-06-01 19:00:00,0.44066666666666665,0.13246866666666668,4960.0,30
2022-06-01 20:00:00,0.46366666666666667,0.038566,4960.0,30
2022-06-01 21:00:00,0.457,0.004625666666666667,4960.0,30
2022-06-01 22:00:00,0.4786666666666667,0.002282,4960.0,30
2022-06-01 23:00:00,0.4816666666666667,0.000862,2240.0,30
2022-07-01 00:00:00,0.3574193548387097,0.0005106451612903226,1680.0,31
2022-07-01 01:00:00,0.3554838709677419,0.0005638709677419355,1680.0,31
2022-07-01 02:00:00,0.30258064516129035,0.0006087096774193549,1680.0,31
2022-07-01 03:00:00,0.3109677419354839,0.0004164516129032258,1680.0,31
2022-07-01 04:00:00,0.2919354838709678,0.0001461290322580645,1680.0,31
2022-07-01 05:00:00,0.2135483870967742,4.516129032258065e-06,1680.0,31
2022-07-01 06:00:00,0.21483870967741936,0.0002551612903225807,1680.0,31
2022-07-01 07:00:00,0.2067741935483871,0.046633548387096775,4800.0,31
2022-07-01 08:00:00,0.1764516129032258,0.16589516129032258,4800.0,31
2022-07-01 09:00:00,0.15,0.31324193548387097,6080.0,31
2022-07-01 10:00:00,0.17483870967741935,0.457828064516129,6080.0,31
2022-07-01 11:00:00,0.2032258064516129,0.5469687096774194,6400.0,31
2022-07-01 12:00:00,0.1858064516129032,0.6453641935483871,6400.0,31
2022-07-01 13:00:00,0.2367741935483871,0.6354412903225807,6400.0,31
2022-07-01 14:00:00,0.24806451612903227,0.6284109677419355,6400.0,31
2022-07-01 15:00:00,0.2793548387096774,0.611176129032258,6400.0,31
2022-07-01 16:00:00,0.23774193548387096,0.5560338709677419,6400.0,31
2022-07-01 17:00:00,0.24096774193548387,0.41984193548387094,2240.0,31
2022-07-01 18:00:00,0.24580645161290324,0.28751935483870966,2240.0,31
2022-07-01 19:00:00,0.2693548387096774,0.11985709677419355,4960.0,31
2022-07-01 20:00:00,0.2925806451612903,0.030036774193548388,4960.0,31
2022-07-01 21:00:00,0.43612903225806454,0.004831290322580646,4960.0,31
2022-07-01 22:00:00,0.45806451612903226,0.002266774193548387,4960.0,31
2022-07-01 23:00:00,0.42870967741935484,0.001191935483870968,1760.0,31
2022-08-01 00:00:00,0.3596774193548387,0.0005225806451612903,1920.0,31
2022-08-01 01:00:00,0.31516129032258067,0.0003374193548387097,1920.0,31
2022-08-01 02:00:00,0.2929032258064516,0.0003448387096774194,1920.0,31
2022-08-01 03:00:00,0.36193548387096774,0.00037193548387096776,1920.0,31
2022-08-01 04:00:00,0.31709677419354837,0.00019419354838709678,1920.0,31
2022-08-01 05:00:00,0.30612903225806454,4.935483870967742e-05,1920.0,31
2022-08-01 06:00:00,0.30935483870967745,0.0,1920.0,31
2022-08-01 07:00:00,0.25709677419354837,0.02202967741935484,1920.0,31
2022-08-01 08:00:00,0.2509677419354839,0.14588032258064515,4800.0,31
2022-08-01 09:00:00,0.23935483870967741,0.31503258064516126,4800.0,31
2022-08-01 10:00:00,0.2958064516129032,0.47644129032258065,6560.0,31
2022-08-01 11:00:00,0.3074193548387097,0.6233864516129032,6560.0,31
2022-08-01 12:00:00,0.29161290322580646,0.6870674193548387,6560.0,31
2022-08-01 13:00:00,0.2974193548387097,0.6758509677419355,6560.0,31
2022-08-01 14:00:00,0.30032258064516126,0.6810170967741935,6560.0,31
2022-08-01 15:00:00,0.30612903225806454,0.6300274193548387,6560.0,31
2022-08-01 16:00:00,0.25483870967741934,0.5378251612903225,6560.0,31
2022-08-01 17:00:00,0.2970967741935484,0.4008783870967742,4800.0,31
2022-08-01 18:00:00,0.3035483870967742,0.22637354838709678,4800.0,31
2022-08-01 19:00:00,0.33580645161290323,0.0761783870967742,4960.0,31
2022-08-01 20:00:00,0.3561290322580645,0.007769354838709677,4960.0,31
2022-08-01 21:00:00,0.41193548387096773,0.00417,4960.0,31
2022-08-01 22:00:00,0.42161290322580647,0.0007038709677419354,4960.0,31
2022-08-01 23:00:00,0.41774193548387095,0.0006664516129032259,3040.0,31
2022-09-01 00:00:00,0.3536666666666667,0.0007583333333333334,2400.0,30
2022-09-01 01:00:00,0.31066666666666665,0.0007573333333333334,2400.0,30
2022-09-01 02:00:00,0.28200000000000003,0.0005753333333333334,2400.0,30
2022-09-01 03:00:00,0.2673333333333333,0.0005073333333333334,2400.0,30
2022-09-01 04:00:00,0.2733333333333333,0.00021,2400.0,30
2022-09-01 05:00:00,0.2723333333333333,0.0,2400.0,30
2022-09-01 06:00:00,0.28633333333333333,0.0,2400.0,30
2022-09-01 07:00:00,0.247,0.0009036666666666663,2400.0,30
2022-09-01 08:00:00,0.25533333333333336,0.07376366666666667,2400.0,30
2022-09-01 09:00:00,0.24533333333333335,0.215362,6080.0,30
2022-09-01 10:00:00,0.21166666666666667,0.38200033333333333,6080.0,30
2022-09-01 11:00:00,0.2546666666666667,0.48396266666666665,7680.0,30
2022-09-01 12:00:00,0.23066666666666666,0.5949893333333334,7680.0,30
2022-09-01 13:00:00,0.21933333333333332,0.5796106666666667,7680.0,30
2022-09-01 14:00:00,0.23133333333333334,0.5382643333333333,7680.0,30
2022-09-01 15:00:00,0.24166666666666667,0.531641,7680.0,30
2022-09-01 16:00:00,0.263,0.3990376666666667,5920.0,30
2022-09-01 17:00:00,0.29733333333333334,0.27003066666666664,4800.0,30
2022-09-01 18:00:00,0.3333333333333333,0.108056,4800.0,30
2022-09-01 19:00:00,0.35866666666666663,0.011536333333333332,2240.0,30
2022-09-01 20:00:00,0.3773333333333333,0.005725999999999999,4960.0,30
2022-09-01 21:00:00,0.389,0.002242,4960.0,30
2022-09-01 22:00:00,0.4063333333333333,0.000836,4960.0,30
2022-09-01 23:00:00,0.42,0.0007403333333333334,2400.0,30
2022-10-01 00:00:00,0.3803225806451613,0.0011193548387096774,2560.0,31
2022-10-01 01:00:00,0.38322580645161286,0.0007332258064516128,2560.0,31
2022-10-01 02:00:00,0.37870967741935485,0.00043354838709677425,2560.0,31
2022-10-01 03:00:00,0.37193548387096775,0.00013580645161290325,2560.0,31
2022-10-01 04:00:00,0.3764516129032258,0.0,2560.0,31
2022-10-01 05:00:00,0.37193548387096775,0.0,2560.0,31
2022-10-01 06:00:00,0.3774193548387097,0.0,2560.0,31
2022-10-01 07:00:00,0.36580645161290326,0.0,2560.0,31
2022-10-01 08:00:00,0.34903225806451615,0.06102129032258064,2560.0,31
2022-10-01 09:00:00,0.35580645161290325,0.29346225806451615,6080.0,31
2022-10-01 10:00:00,0.29774193548387096,0.4900754838709677,6080.0,31
2022-10-01 11:00:00,0.2632258064516129,0.6558948387096775,7040.0,31
2022-10-01 12:00:00,0.27161290322580645,0.7575022580645161,7040.0,31
2022-10-01 13:00:00,0.2890322580645161,0.7992458064516129,7040.0,31
2022-10-01 14:00:00,0.2861290322580645,0.7668264516129032,7040.0,31
2022-10-01 15:00:00,0.3109677419354839,0.6690958064516129,7040.0,31
2022-10-01 16:00:00,0.30193548387096775,0.5315377419354839,5280.0,31
2022-10-01 17:00:00,0.3074193548387097,0.30036548387096773,5280.0,31
2022-10-01 18:00:00,0.3041935483870968,0.0746183870967742,2720.0,31
2022-10-01 19:00:00,0.31483870967741934,0.002840645161290322,2720.0,31
2022-10-01 20:00:00,0.33806451612903227,0.003008387096774193,2720.0,31
2022-10-01 21:00:00,0.30129032258064514,0.0007996774193548388,2720.0,31
2022-10-01 22:00:00,0.32645161290322583,0.0009538709677419355,2720.0,31
2022-10-01 23:00:00,0.33741935483870966,0.0009206451612903227,2720.0,31
2022-11-01 00:00:00,0.45666666666666667,0.000479,2560.0,30
2022-11-01 01:00:00,0.45366666666666666,0.0004890000000000001,2560.0,30
2022-11-01 02:00:00,0.433,0.0003226666666666667,2560.0,30
2022-11-01 03:00:00,0.414,0.000255,2560.0,30
2022-11-01 04:00:00,0.42933333333333334,1.0666666666666666e-05,2560.0,30
2022-11-01 05:00:00,0.43133333333333335,0.0,2560.0,30
2022-11-01 06:00:00,0.4666666666666667,0.0,2560.0,30
2022-11-01 07:00:00,0.461,0.0,2560.0,30
2022-11-01 08:00:00,0.48033333333333333,0.0051519999999999995,2560.0,30
2022-11-01 09:00:00,0.47,0.16943566666666668,6080.0,30
2022-11-01 10:00:00,0.4433333333333333,0.44560866666666665,6080.0,30
2022-11-01 11:00:00,0.411,0.651224,7040.0,30
2022-11-01 12:00:00,0.4053333333333333,0.776137,7040.0,30
2022-11-01 13:00:00,0.38633333333333336,0.8224836666666666,7040.0,30
2022-11-01 14:00:00,0.3853333333333333,0.7695156666666667,7040.0,30
2022-11-01 15:00:00,0.37233333333333335,0.6772453333333334,7040.0,30
2022-11-01 16:00:00,0.356,0.493347,6080.0,30
2022-11-01 17:00:00,0.3526666666666667,0.19552533333333333,6080.0,30
2022-11-01 18:00:00,0.36533333333333334,0.006126333333333334,2720.0,30
2022-11-01 19:00:00,0.3496666666666667,0.008958999999999998,2720.0,30
2022-11-01 20:00:00,0.4086666666666667,0.0018130000000000002,2720.0,30
2022-11-01 21:00:00,0.454,0.004481666666666666,2720.0,30
2022-11-01 22:00:00,0.451,0.0005103333333333333,2720.0,30
2022-11-01 23:00:00,0.45766666666666667,0.0006156666666666666,2720.0,30
2022-12-01 00:00:00,0.547741935483871,0.0003480645161290323,2080.0,31
2022-12-01 01:00:00,0.5270967741935484,0.00044774193548387096,2080.0,31
2022-12-01 02:00:00,0.5054838709677419,0.00031806451612903226,2080.0,31
2022-12-01 03:00:00,0.45225806451612904,0.0001003225806451613,2080.0,31
2022-12-01 04:00:00,0.4316129032258065,0.00014322580645161293,2080.0,31
2022-12-01 05:00:00,0.41483870967741937,3.580645161290324e-05,2080.0,31
2022-12-01 06:00:00,0.4045161290322581,0.0,2080.0,31
2022-12-01 07:00:00,0.4135483870967742,0.0,2080.0,31
2022-12-01 08:00:00,0.41451612903225804,0.0,2080.0,31
2022-12-01 09:00:00,0.38,0.06496064516129033,2080.0,31
2022-12-01 10:00:00,0.28483870967741937,0.3127116129032258,6880.0,31
2022-12-01 11:00:00,0.277741935483871,0.5912932258064516,6880.0,31
2022-12-01 12:00:00,0.2838709677419355,0.7602261290322581,6880.0,31
2022-12-01 13:00:00,0.2693548387096774,0.7965435483870967,6880.0,31
2022-12-01 14:00:00,0.25516129032258067,0.7893135483870968,6880.0,31
2022-12-01 15:00:00,0.27838709677419354,0.6672399999999999,6880.0,31
2022-12-01 16:00:00,0.3132258064516129,0.47780032258064514,6880.0,31
2022-12-01 17:00:00,0.3309677419354839,0.1299441935483871,2080.0,31
2022-12-01 18:00:00,0.36258064516129035,0.0058774193548387105,2080.0,31
2022-12-01 19:00:00,0.46,0.0025054838709677417,4960.0,31
2022-12-01 20:00:00,0.49290322580645163,0.0006090322580645162,4960.0,31
2022-12-01 21:00:00,0.49935483870967745,0.0015635483870967738,4960.0,31
2022-12-01 22:00:00,0.4990322580645161,0.00018967741935483872,4960.0,31
2022-12-01 23:00:00,0.5074193548387097,0.00047483870967741937,2400.0,31
